ID,Name,Breakfast,Cooking time in minutes,Cooking time,Serving type,Servings,Calories,Protein,Fat,Carbs,Difficulty,Spicy,Ingredients,Types,Weights,URL,Picture URL
29,Сливочная паста с грибами на ужин,0,25,25 минут,Порции,4,197.91,6.02,4.2,33.46,1,0,[398 494 315 372 390 399],"['г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[400.0, 400.0, 80.0, 40.0, 0, 0]",https://food.ru/recipes/190030,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zdXBrR3IuanBlZw.jpg
30,Макароны в томатно-сырном соусе на обед,0,30,30 минут,Порции,3,48.0,1.89,0.83,8.75,1,0,[294 427 223 390  62],"['г', 'г', 'г', 'г', 'г']","[160.0, 50.0, 300.0, 10.0, 2000.0]",https://food.ru/recipes/190031,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zQ01CZ2MuanBlZw.jpg
31,Жареная форель в сливочно-чесночном соусе на ужин,0,15,15 минут,Порции,2,191.26,6.8,16.58,3.74,1,1,[469 314 294 315 488 368 390 486 373 340],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'г', 'по вкусу']","[200.0, 51.0, 240.0, 80.0, 20.0, 100.0, 0, 0, 30.0, 0]",https://food.ru/recipes/190032,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMC80V21xWlIuanBlZw.jpg
32,Маффины на сметане,1,40,40 минут,Штук,8,311.26,5.9,15.59,38.45,2,0,[308 337 311 383 247 199 379 372 243  75 483],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[130.0, 90.0, 5.0, 2.5, 1.0, 60.0, 105.0, 40.0, 40.0, 35.0, 37.5]",https://food.ru/recipes/190033,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zTmZ4N0QuanBlZw.jpg
33,Рулет с повидлом,0,25,25 минут,Штука,1,327.0,8.87,15.1,41.67,3,0,[416 308 314 199 383 337 504 338],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[80.0, 100.0, 51.0, 180.0, 5.0, 100.0, 100.0, 0]",https://food.ru/recipes/190035,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS92WVRpUlAuanBlZw.jpg
34,Домашний плов из свинины с чесноком и морковью,0,70,1 час 10 минут,Порций,6,209.57,7.63,6.9,29.32,1,0,[326 315 252 400 488 390 347],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'г']","[400.0, 160.0, 300.0, 10.0, 20.0, 0, 400.0]",https://food.ru/recipes/190036,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9tTHljZnQuanBlZw.jpg
35,Блюдо «Яркие ракушки»,0,35,35 минут,Порции,2,91.45,3.88,1.77,14.93,1,0,[ 62 223 314 198 178 296   5],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[350.0, 150.0, 10.0, 50.0, 150.0, 60.0, 1.0]",https://food.ru/recipes/190037,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyNi9oSGV1MmYuanBlZw.jpg
36,Салат из киноа,0,30,30 минут,Порции,3,110.13,7.53,3.59,11.0,2,1,[141 294  34 180 183 314 390 260 212],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[100.0, 80.0, 150.0, 75.0, 200.0, 17.0, 37.5, 10.0, 60.0]",https://food.ru/recipes/190038,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9rUm51c1ouanBlZw.jpg
37,Бефстроганов из индейки,0,35,35 минут,Порции,2,126.96,5.78,7.22,9.45,1,0,[132 243 372 462 379 315 308 446 285 164 257],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[500.0, 100.0, 40.0, 300.0, 100.0, 80.0, 10.0, 30.0, 20.0, 1.0, 1.0]",https://food.ru/recipes/190039,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zQk1XYUYuanBlZw.jpg
38,Салат из свежей капусты и моркови,0,45,45 минут,Порции,3,74.1,1.32,4.36,6.53,2,1,[ 25 252  34 268 294 315 340 337 486 250 314 508 390  27],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[300.0, 90.0, 75.0, 100.0, 80.0, 80.0, 20.0, 10.0, 2.5, 1.0, 34.0, 7.5, 5.0, 0]",https://food.ru/recipes/190040,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8za3pZODcuanBlZw.jpg
39,Сливочно-шпинатный соус к мясу,0,10,10 минут,Порций,5,149.75,3.37,11.25,8.02,1,0,[499 365 373 308 390],"['г', 'г', 'г', 'г', 'по вкусу']","[100.0, 150.0, 25.0, 25.0, 0]",https://food.ru/recipes/190041,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9pdTh3clkuanBlZw.jpg
40,Молочная рисовая каша со сливочным маслом и сахаром,1,30,30 минут,Порции,4,189.08,4.24,4.67,31.41,1,0,[322 245 372 337 390],"['г', 'г', 'г', 'по вкусу', 'по вкусу']","[300.0, 500.0, 30.0, 0, 0]",https://food.ru/recipes/190042,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zN1dYWUUuanBlZw.jpg
41,Макароны с сыром,0,15,15 минут,Порции,2,51.37,1.79,2.14,6.11,2,1,[ 62 433 372 390 119 223],"['г', 'г', 'г', 'г', 'по желанию', 'г']","[2500.0, 100.0, 40.0, 25.0, 0, 250.0]",https://food.ru/recipes/190043,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDI0MDIwMi80M0pabk0uanBlZw.jpg
42,Холодный суп «Райта» с курицей,0,15,15 минут,Порция,1,77.12,5.43,2.65,5.63,1,0,[137 510 198 132 252 390 340 268],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[300.0, 60.0, 70.0, 120.0, 45.0, 1.0, 20.0, 50.0]",https://food.ru/recipes/190044,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS80NWlVR3ouanBlZw.jpg
43,Жаркое с грибами,0,80,1 час 20 минут,Порции,4,105.22,4.78,6.4,7.24,2,1,[347 132  26 315 488 314 390 486  62 458],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[300.0, 600.0, 500.0, 160.0, 15.0, 34.0, 5.0, 2.5, 100.0, 0]",https://food.ru/recipes/190045,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zeVNiQzUuanBlZw.jpg
44,Сэндвич-ролл с курочкой су-вид,0,7,7 минут,Порции,3,151.85,9.9,3.08,20.52,1,1,[ 11 268 335 198 221 390 486],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[200.0, 100.0, 100.0, 160.0, 20.0, 2.0, 1.0]",https://food.ru/recipes/190046,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9nakhoc0wuanBlZw.jpg
45,Запеканка из макарон,0,50,50 минут,Порции,4,291.34,11.64,13.47,30.22,2,0,[223 433 199 364 390 372 263],"['г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[200.0, 70.0, 120.0, 69.3, 2.5, 20.0, 0]",https://food.ru/recipes/190047,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS80Vng4UmouanBlZw.jpg
46,Груша с сыром и чесноком в микроволновке,0,7,7 минут,Порция,1,47.0,0.4,0.3,10.3,1,0,[ 79 433 488],"['г', 'по вкусу', 'по желанию']","[135.0, 0, 0]",https://food.ru/recipes/190048,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zOVhWZUouanBlZw.jpg
47,Кексы с кунжутной начинкой «Полли»,1,45,45 минут,Порций,6,334.43,5.83,20.91,32.43,1,0,[199 314 372 337 367 308 311 214  27],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[60.0, 17.0, 30.0, 70.0, 100.0, 70.0, 5.0, 10.0, 22.0]",https://food.ru/recipes/190049,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zaHpGR2cuanBlZw.jpg
48,Суп из сыра,0,20,20 минут,Порции,4,129.44,5.53,8.0,8.93,2,1,[289 433 315 488 390 486 420 372  31  62 427],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[80.0, 100.0, 80.0, 10.0, 2.5, 1.25, 0.5, 40.0, 100.0, 500.0, 0]",https://food.ru/recipes/190050,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDI0MDIwMi80MkZiaDUuanBlZw.jpg
49,Грибной жюльен в кабачке,0,40,40 минут,Порции,2,104.03,3.72,8.94,5.36,1,1,[121 219 494 488 427 379 390 486 314],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'г']","[180.0, 50.0, 70.0, 5.0, 30.0, 30.0, 0, 0, 17.0]",https://food.ru/recipes/190051,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9zcUZyN1YuanBlZw.jpg
50,Говяжий стейк с гарниром из запеченных шампиньонов и брокколи под сыром,0,25,25 минут,Порция,1,135.72,11.36,9.21,2.6,1,1,[494 404 314  91 433 390 377],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[100.0, 200.0, 5.0, 150.0, 50.0, 2.0, 1.0]",https://food.ru/recipes/190052,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zNFF5cFMuanBlZw.jpg
51,Салат «Лучик» с крабовыми палочками,0,25,25 минут,Порции,2,124.15,12.52,5.49,5.56,1,0,[171 178 154 425 314 198 397 399],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[50.0, 3.0, 30.0, 1.0, 5.0, 75.0, 8.0, 0]",https://food.ru/recipes/190053,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyNi8zNUJ3VlMuanBlZw.jpg
52,"Жареные креветки с чесноком, соевым соусом и петрушкой",0,40,40 минут,Порция,1,127.72,14.54,6.66,2.65,1,0,[166 285 385 488 372],"['г', 'по вкусу', 'г', 'г', 'г']","[200.0, 0, 60.0, 10.0, 20.0]",https://food.ru/recipes/190054,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9zcE1MRDkuanBlZw.jpg
53,Вкусные шампиньоны с картошкой,0,50,50 минут,Порция,1,85.47,2.22,4.49,9.14,1,1,[494 132 221 390 486 180],"['г', 'г', 'г', 'по вкусу', 'по вкусу', 'г']","[80.0, 80.0, 16.0, 0, 0, 75.0]",https://food.ru/recipes/190055,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zMmptY1kuanBlZw.jpg
54,Суп из индейки с сельдереем,0,50,50 минут,Порций,8,106.06,7.04,4.1,11.03,1,0,[116 132 402 315 252  34  52 285 458 217 390 205 314],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'г', 'г']","[400.0, 360.0, 225.0, 80.0, 90.0, 150.0, 100.0, 8.0, 6.0, 6.0, 0, 2.0, 51.0]",https://food.ru/recipes/190056,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9WQnFBWnIuanBlZw.jpg
55,Шоколадная помадка,0,20,20 минут,Порции,3,351.74,7.09,19.4,40.58,2,0,[124 337 243 372],"['г', 'г', 'г', 'г']","[150.0, 180.0, 150.0, 100.0]",https://food.ru/recipes/190058,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS80Q2h0cEMuanBlZw.jpg
56,Тушеный минтай с ароматными овощами в томатной подливе,0,40,40 минут,Порции,3,120.38,9.94,5.09,9.07,1,1,[242 314 308 315 252  34 446 390 486],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[600.0, 50.0, 100.0, 80.0, 90.0, 150.0, 60.0, 0, 0]",https://food.ru/recipes/190059,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9OREVDcnouanBlZw.jpg
57,Трайфл из овсяного печенья с кремом из творожного сыра,0,30,30 минут,Порции,2,291.05,2.41,15.43,35.82,1,0,[266 438 372 338 375],"['г', 'г', 'г', 'г', 'г']","[50.0, 150.0, 50.0, 150.0, 180.0]",https://food.ru/recipes/190060,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9aZ1d2cEcuanBlZw.jpg
58,Закуска на хлебцах с жареной колбасой и огурцом,0,15,15 минут,Порция,1,212.91,5.6,19.31,4.74,1,1,[472 150 268 390 486 488 291],"['г', 'г', 'г', 'по вкусу', 'по вкусу', 'г', 'г']","[6.0, 50.0, 50.0, 0, 0, 5.0, 17.0]",https://food.ru/recipes/190061,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zU1FBWm4uanBlZw.jpg
59,Скрэмбл с черри и специями на завтрак,0,7,7 минут,Порция,1,174.34,7.38,15.83,2.26,1,0,[199 314 399 296],"['г', 'г', 'г', 'г']","[60.0, 10.0, 2.0, 40.0]",https://food.ru/recipes/190062,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zN29IZ28uanBlZw.jpg
60,Домашний хот-дог с томатной пастой,0,30,30 минут,Порции,4,231.71,6.74,13.18,21.53,1,0,[ 39 391 163 221 446],"['г', 'г', 'г', 'г', 'г']","[240.0, 240.0, 200.0, 25.0, 30.0]",https://food.ru/recipes/190063,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9mcnpmQ1guanBlZw.jpg
61,Кукурузная каша с абрикосовым вареньем и красной смородиной,1,40,40 минут,Порция,1,249.5,5.17,5.78,44.95,1,0,[187   1 173  87 337],"['г', 'г', 'г', 'г', 'по вкусу']","[70.0, 50.0, 60.0, 22.0, 0]",https://food.ru/recipes/190064,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9MQkxoNGouanBlZw.jpg
62,Домашние чипсы со специями,0,30,30 минут,Порции,2,558.4,0.8,60.16,6.44,1,0,[132 314],"['г', 'г']","[200.0, 300.0]",https://food.ru/recipes/190065,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zd1g1UjIuanBlZw.jpg
63,"Отбивные из куриного филе с сыром, томатом и майонезом",0,50,50 минут,Порций,6,164.62,19.03,9.16,0.99,1,1,[198 221 427 294 390 473],"['г', 'г', 'г', 'г', 'по желанию', 'по желанию']","[700.0, 100.0, 20.0, 80.0, 0, 0]",https://food.ru/recipes/190066,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zWnVORDYuanBlZw.jpg
64,"Морс с малиной, красной смородиной и облепихой",0,5,5 минут,Порция,1,26.77,0.15,0.4,5.35,1,0,[ 95  93  94 453  63],"['г', 'г', 'г', 'г', 'г']","[25.0, 20.0, 20.0, 16.0, 300.0]",https://food.ru/recipes/190067,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zN25zZ3IuanBlZw.jpg
65,Домашние булочки на закваске с молоком,1,180,3 часа ,Порций,6,321.23,5.01,12.44,49.15,1,0,[308 199 243 372 337 165 438 338 390],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[350.0, 60.0, 200.0, 120.0, 150.0, 50.0, 120.0, 150.0, 1.0]",https://food.ru/recipes/190068,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS80UGRrU0suanBlZw.jpg
66,"Чизбургер «Парковый» с куриным филе в панировке, плавленым сыром и огурцом",0,30,30 минут,Порция,1,228.19,13.24,8.42,25.19,1,0,[ 38 135 221 289 314 198 272 268],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[60.0, 8.0, 8.0, 36.0, 5.0, 70.0, 15.0, 12.0]",https://food.ru/recipes/190069,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zeDNHcTcuanBlZw.jpg
67,"Конфи с овсяным печеньем, кукурузными палочками и сгущенным молоком",0,15,15 минут,Порция,1,350.0,7.19,8.88,62.8,1,0,[266 353 189],"['г', 'г', 'г']","[25.0, 60.0, 15.0]",https://food.ru/recipes/190070,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zVmJXUXkuanBlZw.jpg
68,Цветная капуста с грибами,0,50,50 минут,Порции,4,58.92,1.03,5.22,2.21,2,1,[475  62 494 372 315 379 252 314 390 486],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[300.0, 1000.0, 200.0, 50.0, 80.0, 100.0, 90.0, 34.0, 0, 0]",https://food.ru/recipes/190071,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNS9jMkY3b0EuanBlZw.jpg
69,Куриная печень в сливках и панировке,0,40,40 минут,Порции,3,205.2,14.49,10.92,12.14,1,0,[308 390 425 367 196 314],"['г', 'г', 'г', 'г', 'г', 'г']","[75.0, 2.0, 2.0, 70.0, 300.0, 17.0]",https://food.ru/recipes/190072,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zMzVFMjkuanBlZw.jpg
70,"Салат с огурцом, жареным яйцом и булгуром",0,30,30 минут,Порция,1,141.15,6.46,5.38,14.31,1,0,[ 37 268 199 379 390],"['г', 'г', 'г', 'г', 'по вкусу']","[50.0, 100.0, 60.0, 25.0, 0]",https://food.ru/recipes/190073,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zVmFVV2guanBlZw.jpg
71,"Веррины с кукурузой, щавелем и огурцом.",0,40,40 минут,Порция,1,117.35,4.09,9.27,4.36,1,0,[500 510 154 221 268],"['г', 'г', 'г', 'г', 'г']","[20.0, 60.0, 50.0, 25.0, 100.0]",https://food.ru/recipes/190074,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zUXZSNTIuanBlZw.jpg
72,Салат «Четыре цвета»,0,30,30 минут,Порции,4,41.65,1.11,2.13,5.21,1,0,[315 285  34 294 268 390 221],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'г']","[80.0, 20.0, 300.0, 240.0, 200.0, 0, 25.0]",https://food.ru/recipes/190075,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9OMjlzODQuanBlZw.jpg
73,Говядина с овощами,0,85,1 час 25 минут,Порции,2,114.96,7.82,8.15,2.85,2,1,[ 65  62 315  34 294 488 314 273 390 486 132],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу']","[400.0, 200.0, 160.0, 75.0, 160.0, 5.0, 34.0, 3.0, 0, 0, 0]",https://food.ru/recipes/190076,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS9MQ2RkNkcuanBlZw.jpg
74,"Картофель «Бульбушка» с сыром, луком и солью",0,50,50 минут,Порция,1,122.14,4.68,4.65,13.96,1,0,[132 372 443 390 421 340],"['г', 'г', 'г', 'г', 'г', 'г']","[120.0, 3.0, 15.0, 2.0, 2.0, 4.0]",https://food.ru/recipes/190077,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zUzg3VDcuanBlZw.jpg
75,Соус цацики со сметаной и растительным маслом,0,10,10 минут,Порции,4,164.1,2.33,15.52,3.69,1,0,[268 488 314 379 285 390],"['г', 'г', 'г', 'г', 'г', 'по вкусу']","[100.0, 5.0, 5.0, 300.0, 10.0, 0]",https://food.ru/recipes/190078,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMy9EQTNETkUuanBlZw.jpg
76,"Рулет из лаваша с яблоком, морковью и сгущенкой",0,10,10 минут,Порция,1,100.77,2.52,0.9,20.18,1,0,[ 11 252 502 353],"['г', 'г', 'г', 'г']","[80.0, 90.0, 250.0, 24.0]",https://food.ru/recipes/190079,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zTENKTmUuanBlZw.jpg
77,Варенье из моркови с тростниковым сахаром,0,25,25 минут,Порция,1,121.32,0.62,0.05,29.16,1,0,[252 453  62],"['г', 'г', 'г']","[90.0, 50.0, 50.0]",https://food.ru/recipes/190080,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zYWl2VUouanBlZw.jpg
78,Кукурузная каша с баклажаном и репчатым луком,1,40,40 минут,Порция,1,137.84,3.54,0.46,30.53,1,0,[ 14 315  62 390 187],"['г', 'г', 'г', 'по вкусу', 'г']","[30.0, 40.0, 50.0, 0, 70.0]",https://food.ru/recipes/190081,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS96czk5dFYuanBlZw.jpg
79,"Бургер «Карго» с сыром, овощами и индейкой",0,20,20 минут,Порция,1,229.46,8.35,12.88,20.26,1,0,[ 38 314 465 135 221 289 268 296 399 419],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[60.0, 5.0, 60.0, 8.0, 8.0, 18.0, 12.0, 20.0, 1.0, 1.0]",https://food.ru/recipes/190082,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyMi9GMnhtZXcuanBlZw.jpg
80,Рулетик из куриного яйца с картофельным пюре,0,10,10 минут,Порция,1,173.63,6.59,13.7,6.14,1,0,[130 199 291 364 390],"['г', 'г', 'г', 'г', 'г']","[50.0, 60.0, 5.0, 30.0, 1.0]",https://food.ru/recipes/190083,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS84QWVZRlkuanBlZw.jpg
81,Пышный тыквенный пирог к чаю,0,35,35 минут,Порции,4,216.79,5.28,5.15,34.74,1,0,[456 379 510 308 337 311],"['г', 'г', 'г', 'г', 'г', 'г']","[200.0, 100.0, 120.0, 150.0, 120.0, 2.5]",https://food.ru/recipes/190084,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zSERyZVAuanBlZw.jpg
82,Теплый салат «Актив» с курицей и грибами,0,30,30 минут,Порции,2,88.66,6.96,5.4,3.33,1,0,[154 198 291 214 399 421 155 379 427],"['г', 'г', 'г', 'г', 'по вкусу', 'г', 'г', 'г', 'г']","[45.0, 50.0, 5.0, 5.0, 0, 1.0, 100.0, 25.0, 5.0]",https://food.ru/recipes/190085,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS82cjNpVnMuanBlZw.jpg
83,"Салат с квашеной капустой, сухариками и репчатым луком",0,15,15 минут,Порция,1,200.69,4.68,11.16,20.45,1,0,[133 315 285 358 221 390],"['г', 'г', 'г', 'г', 'г', 'по вкусу']","[30.0, 40.0, 20.0, 50.0, 25.0, 0]",https://food.ru/recipes/190086,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkyOS8zRGhHQTcuanBlZw.jpg
