ID,Name,Breakfast,Cooking time in minutes,Cooking time,Serving type,Servings,Calories,Protein,Fat,Carbs,Difficulty,Spicy,Ingredients,Types,Weights,URL,Picture URL
433,Винегрет с запеченной свеклой и красной фасолью,0,90,1 час 30 минут,Порций,5,57.52,2.5,0.28,11.18,1,0,[342  46 132 388 315 290 390 133 174 157],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'г', 'г', 'г']","[260.0, 130.0, 360.0, 120.0, 80.0, 0, 0, 150.0, 60.0, 60.0]",https://food.ru/recipes/190470,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9Wb0Q1NDUuanBlZw.jpg
434,Творожные шарики в масле,1,30,30 минут,Порций,6,452.08,7.23,34.78,28.59,2,0,[308 435 337 199 383  44 390 291 338 379],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[130.0, 200.0, 100.0, 60.0, 1.5, 4.0, 1.0, 250.0, 25.0, 0]",https://food.ru/recipes/190472,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zWHQ4NzUuanBlZw.jpg
435,Гуляш из говядины,0,95,1 час 35 минут,Порции,3,153.92,10.34,10.78,4.03,2,1,[ 65  62 252 315 308 314 390 486 335  31],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу', 'по желанию']","[400.0, 150.0, 90.0, 80.0, 25.0, 34.0, 0, 0, 0, 0]",https://food.ru/recipes/190474,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80QjZMYm0uanBlZw.jpg
436,Картофельное пюре с молоком и сливочным маслом к мясу,0,40,40 минут,Порции,2,99.2,2.07,4.02,13.66,1,0,[132 243 372 390],"['г', 'г', 'г', 'по вкусу']","[500.0, 100.0, 25.0, 0]",https://food.ru/recipes/190475,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9mWWF2SncuanBlZw.jpg
437,Цитрусовое желе со сметаной,0,55,55 минут,Порций,6,97.27,4.52,2.78,2.4,1,0,[146 477 236  22 379 298],"['г', 'г', 'г', 'г', 'г', 'г']","[20.0, 20.0, 20.0, 300.0, 60.0, 20.0]",https://food.ru/recipes/190476,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zMlk0VWMuanBlZw.jpg
438,Винегрет с квашеной капустой и солеными огурцами,0,25,25 минут,Порции,4,116.31,1.39,8.31,8.92,1,0,[342 252 132 290 133 388 390],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[260.0, 90.0, 360.0, 85.0, 120.0, 120.0, 0]",https://food.ru/recipes/190477,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS93anNXeDIuanBlZw.jpg
439,"Салат из крабовых палочек с кукурузой, яйцом и рисом",0,40,40 минут,Порции,4,252.5,6.68,19.2,12.71,1,0,[322 171 315 510 154 221],"['г', 'г', 'г', 'г', 'г', 'г']","[70.0, 25.0, 80.0, 240.0, 100.0, 150.0]",https://food.ru/recipes/190478,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS84ZEQyQXcuanBlZw.jpg
440,Печень индейки в сметанном соусе с петрушкой,0,40,40 минут,Порции,3,284.69,14.12,24.73,1.32,1,0,[287 315 381  63 390 285 271],"['г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу', 'г']","[400.0, 40.0, 100.0, 0, 0, 0, 34.0]",https://food.ru/recipes/190479,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9LZmpIamQuanBlZw.jpg
441,Сытный пирог со щавелем,0,120,2 часа ,Порций,8,317.17,5.88,8.59,55.76,1,0,[308 414 337 390 243 372 199 314 190 500],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[500.0, 7.0, 280.0, 5.0, 200.0, 80.0, 60.0, 17.0, 40.0, 0]",https://food.ru/recipes/190480,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zcVRmRjcuanBlZw.jpg
442,"Черный чай со сливками, яблоками и пряными специями",0,25,25 минут,Порции,3,27.66,0.5,2.07,2.0,1,0,[487 214  64 247 249 101 367  63],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[7.0, 15.0, 4.0, 3.0, 1.0, 125.0, 100.0, 800.0]",https://food.ru/recipes/190481,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS84VTQ5bWMuanBlZw.jpg
443,"Блюдо «Красные лодочки» со свининой, грибами и овощами",0,70,1 час 10 минут,Порции,2,90.46,2.54,6.64,5.27,1,0,[315 294 252 314 347 155 178 490 221],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[40.0, 80.0, 90.0, 10.0, 35.0, 10.0, 150.0, 2.0, 16.0]",https://food.ru/recipes/190482,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9jSGJmZVcuanBlZw.jpg
444,Блинчики из кислого молока с жареным бананом,1,50,50 минут,Порции,2,169.03,4.72,6.94,21.73,1,0,[510 142 383  17 308 337 314],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[60.0, 400.0, 1.0, 150.0, 150.0, 30.0, 34.0]",https://food.ru/recipes/190483,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9mRlZBeWkuanBlZw.jpg
445,Чайный коктейль «Черника и сливки»,0,10,10 минут,Порции,2,30.5,0.63,1.72,3.69,1,0,[487  63  42 337 482 367],"['г', 'г', 'г', 'г', 'г', 'г']","[6.0, 300.0, 1.0, 10.0, 30.0, 30.0]",https://food.ru/recipes/190484,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9EaXFLSnAuanBlZw.jpg
446,Аппетитная намазка из сала с зеленью,0,30,30 минут,Порции,3,672.23,2.93,71.02,4.43,1,1,[336 340 488],"['г', 'г', 'г']","[200.0, 16.0, 35.0]",https://food.ru/recipes/190485,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zYjNvblUuanBlZw.jpg
447,Шакшука с консервированными шампиньонами,1,25,25 минут,Порция,1,77.48,3.41,4.76,5.27,1,0,[199 291 488 315 178 294 273 155],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[60.0, 10.0, 15.0, 40.0, 150.0, 40.0, 1.0, 50.0]",https://food.ru/recipes/190486,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80WFRrOUIuanBlZw.jpg
448,Тост на завтрак с отварной свеклой,0,25,25 минут,Порция,1,243.88,7.34,9.27,32.25,1,0,[510  31 372 458  47],"['г', 'г', 'г', 'г', 'г']","[60.0, 400.0, 40.0, 2.0, 120.0]",https://food.ru/recipes/190487,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zQXg3NWEuanBlZw.jpg
449,Ароматные куриные стейки на гриле,0,50,50 минут,Порции,3,185.88,21.11,10.81,1.08,1,0,[195 271 390 302 425 129 214],"['г', 'г', 'по вкусу', 'г', 'г', 'г', 'г']","[500.0, 51.0, 0, 4.0, 2.0, 1.0, 5.0]",https://food.ru/recipes/190488,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zWkE1OHEuanBlZw.jpg
450,Тефтели из нежной индейки с подливой,0,50,50 минут,Порции,3,190.29,15.53,5.6,18.15,1,0,[461 390 308 236  28 322 446],"['г', 'по вкусу', 'г', 'по вкусу', 'г', 'г', 'г']","[600.0, 0, 75.0, 0, 80.0, 125.0, 10.0]",https://food.ru/recipes/190489,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNi8zTHpGZncuanBlZw.jpg
451,Завтрак «Пиццетта в лаваше»,0,25,25 минут,Порция,1,270.59,13.07,17.6,18.85,1,1,[199 390 486 379 308  11 314 427 431 221 446 418],"['г', 'по вкусу', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[180.0, 0, 1.0, 20.0, 25.0, 100.0, 17.0, 50.0, 35.0, 8.0, 20.0, 1.0]",https://food.ru/recipes/190490,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zTEdZRmkuanBlZw.jpg
452,Маковые вафли «Осень пришла»,1,25,25 минут,Порций,6,140.02,4.81,2.78,23.83,1,0,[510 101 308 243 337 311],"['г', 'г', 'г', 'г', 'г', 'г']","[120.0, 250.0, 125.0, 150.0, 50.0, 5.0]",https://food.ru/recipes/190491,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zRTZqa1IuanBlZw.jpg
453,Котлетки с картошкой и чесноком на ужин,0,60,1 час ,Порции,3,269.55,12.58,22.56,3.36,1,0,[352 132 488 510 314 339],"['г', 'г', 'г', 'г', 'г', 'по вкусу']","[400.0, 100.0, 15.0, 60.0, 50.0, 0]",https://food.ru/recipes/190492,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNi8zM2ZManQuanBlZw.jpg
454,Ананасовые панкейки «Вечное лето»,1,15,15 минут,Порции,2,186.23,5.04,5.84,28.21,1,0,[  6 510   7 308 243 311 337 390 314],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'г']","[120.0, 60.0, 36.0, 125.0, 80.0, 5.0, 25.0, 0, 17.0]",https://food.ru/recipes/190493,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi85eGo1aDUuanBlZw.jpg
455,"Куриные шашлыки, запеченные с овощами и шампиньонами в духовке",0,35,35 минут,Порции,2,97.83,12.87,3.6,2.86,1,0,[198  34 315 494 221 273   5],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[300.0, 75.0, 40.0, 150.0, 25.0, 3.0, 5.0]",https://food.ru/recipes/190494,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zVHdvN1MuanBlZw.jpg
456,Пицца с креветками на сковородке,0,15,15 минут,Порция,1,145.2,11.48,5.57,12.74,1,0,[267 510  62 183 296 289],"['г', 'г', 'г', 'г', 'г', 'г']","[35.0, 60.0, 25.0, 60.0, 40.0, 36.0]",https://food.ru/recipes/190495,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDI0MDUzMS9UOGdQTk4uanBlZw.jpg
457,"Осенний завтрак из пшена, сыра и яйца",1,25,25 минут,Порция,1,266.9,13.74,9.49,31.79,1,0,[310 433 390 458 510],"['г', 'г', 'г', 'г', 'г']","[80.0, 30.0, 1.0, 10.0, 60.0]",https://food.ru/recipes/190496,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zRzJzVzQuanBlZw.jpg
458,Пирог из слоеного теста с фаршем и картофелем,0,60,1 час ,Порций,6,283.0,6.65,20.36,18.44,1,1,[376 132 258 315 372 390  29],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[500.0, 360.0, 500.0, 80.0, 50.0, 10.0, 10.0]",https://food.ru/recipes/190497,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi80UFlrRTcuanBlZw.jpg
459,Шоколадный торт из блинов,0,100,1 час 40 минут,Порций,6,160.86,4.73,5.38,23.99,1,0,[510 337 308 314 124 311 190 441 243],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию', 'г']","[120.0, 100.0, 200.0, 34.0, 20.0, 5.0, 60.0, 0, 850.0]",https://food.ru/recipes/190499,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNi80NHRCUjkuanBlZw.jpg
460,Мамалыга с выжарками и жареным луком,1,30,30 минут,Порции,2,410.81,3.82,32.49,27.66,1,1,[187 315 336 314 390 486],"['г', 'г', 'г', 'г', 'по вкусу', 'по желанию']","[80.0, 80.0, 70.0, 17.0, 0, 0]",https://food.ru/recipes/190501,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNi80RWJQWkQuanBlZw.jpg
461,Закусочная паста из тыквы,0,20,20 минут,Порция,1,70.0,3.29,3.06,9.31,1,1,[455 285 446 474 457],"['г', 'г', 'г', 'г', 'г']","[100.0, 20.0, 20.0, 20.0, 10.0]",https://food.ru/recipes/190503,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zblpFZVouanBlZw.jpg
462,Куриные котлетки с сыром и семенами чиа,0,45,45 минут,Порций,8,193.13,18.1,13.0,2.23,1,1,[198 315 510 379 357 427 314 390 486],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[800.0, 80.0, 60.0, 125.0, 10.0, 100.0, 85.0, 0, 0]",https://food.ru/recipes/190504,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi9WYkNZUFIuanBlZw.jpg
463,"Бутерброды из огурца, яиц и консервированного зеленого горошка",1,25,25 минут,Порций,5,142.42,7.05,4.01,19.7,1,0,[268 199 157 221 390 458  35],"['г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу', 'г']","[100.0, 180.0, 80.0, 0, 0, 0, 300.0]",https://food.ru/recipes/190505,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi9WdEY0VXIuanBlZw.jpg
464,Рулет на сгущенке с вареньем,0,50,50 минут,Порции,2,258.52,7.53,6.31,43.91,1,0,[353 510 308 390 311  51 337],"['г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[200.0, 180.0, 65.0, 1.0, 2.5, 150.0, 0]",https://food.ru/recipes/190506,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zUTdnN0guanBlZw.jpg
465,Мясная паста за 20 минут,0,50,50 минут,Порций,6,196.56,9.95,9.64,19.22,1,0,[461 223 315 446   4 314 427 285 390  63],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'г']","[450.0, 400.0, 80.0, 100.0, 50.0, 85.0, 100.0, 20.0, 0, 400.0]",https://food.ru/recipes/190507,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNi9zNWJpSmEuanBlZw.jpg
466,Перловая каша с грушей и маслом,1,45,45 минут,Порция,1,187.52,2.89,8.13,26.98,1,0,[281 372  79 337 390],"['г', 'г', 'г', 'по вкусу', 'г']","[60.0, 20.0, 135.0, 0, 1.0]",https://food.ru/recipes/190508,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zalRwV0cuanBlZw.jpg
467,Нежное мороженое из замороженных бананов,0,130,2 часа 10 минут,Порции,2,112.99,1.53,1.93,22.31,1,0,[ 17 364 337  44],"['г', 'г', 'г', 'г']","[300.0, 25.0, 10.0, 1.0]",https://food.ru/recipes/190509,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi9HdzVMcVcuanBlZw.jpg
468,Куриная голень в томатной подливе на ужин,0,70,1 час 10 минут,Порция,1,308.8,12.44,27.67,3.08,1,0,[194 446 291 399 390],"['г', 'г', 'г', 'по вкусу', 'по вкусу']","[120.0, 30.0, 34.0, 0, 0]",https://food.ru/recipes/190510,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zQXJoOWsuanBlZw.jpg
469,Вареное какао на молоке с сахаром,0,12,12 минут,Порции,3,111.79,4.13,3.38,15.92,1,0,[245 124 337],"['г', 'г', 'г']","[600.0, 54.0, 70.0]",https://food.ru/recipes/190511,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zaW5laTYuanBlZw.jpg
470,Рассыпчатый рис с овощами и куркумой,0,40,40 минут,Порции,4,96.1,2.08,0.17,21.44,1,1,[322  62  28 252 390 248 486],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[250.0, 500.0, 80.0, 180.0, 5.0, 1.0, 1.0]",https://food.ru/recipes/190512,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zekt4WGUuanBlZw.jpg
471,Омлет с белокочанной капустой,1,35,35 минут,Порции,3,113.05,5.94,8.28,3.02,1,0,[510 245  25 372 390],"['г', 'г', 'г', 'г', 'по вкусу']","[240.0, 70.0, 300.0, 30.0, 0]",https://food.ru/recipes/190513,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi9taHNmU0cuanBlZw.jpg
472,Плотный сметанно-масляный крем для блинного торта,0,10,10 минут,Порции,3,443.75,2.26,40.25,17.57,1,0,[372 338 438 379],"['г', 'г', 'г', 'г']","[100.0, 45.0, 60.0, 80.0]",https://food.ru/recipes/190514,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zMmVXRWMuanBlZw.jpg
473,Вкусненькие куриные голени с овощами и оливками,0,60,1 час ,Порции,4,128.69,10.12,8.56,3.09,1,1,[194 385 390 273 486 314 294 315  34 269],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[720.0, 45.0, 1.0, 6.0, 1.0, 10.0, 240.0, 160.0, 150.0, 60.0]",https://food.ru/recipes/190515,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi9hSFQ2SHUuanBlZw.jpg
474,Блинные коржи на молоке для торта,1,30,30 минут,Порции,4,217.77,3.63,14.03,19.07,1,0,[243  62 372 337 308 314 311],"['г', 'г', 'г', 'по вкусу', 'г', 'г', 'г']","[100.0, 100.0, 30.0, 0, 90.0, 20.0, 5.0]",https://food.ru/recipes/190516,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi9vRWR0RmMuanBlZw.jpg
475,Корзиночка с инжиром и сливочным кремом,0,25,25 минут,Порция,1,450.29,15.09,30.91,29.0,1,0,[364  51 118 415],"['г', 'г', 'г', 'г']","[50.0, 15.0, 25.0, 150.0]",https://food.ru/recipes/190517,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zNmJuSmMuanBlZw.jpg
476,Печенье «Цветочки»,0,50,50 минут,Порции,2,336.84,9.31,18.44,32.67,1,0,[109 308 372 199 311 390 337],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[150.0, 300.0, 120.0, 60.0, 5.0, 1.0, 0]",https://food.ru/recipes/190518,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi96QnQ1MmQuanBlZw.jpg
477,Кексы со сгущенкой в духовке,1,50,50 минут,Порции,2,355.86,8.44,15.15,46.48,1,0,[308 353 199 311 372 390 337],"['г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[200.0, 150.0, 60.0, 2.5, 60.0, 1.0, 0]",https://food.ru/recipes/190520,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zODhLcHQuanBlZw.jpg
478,Песочная галета со спелыми бананами,0,40,40 минут,Порций,6,230.3,3.24,8.28,37.5,1,0,[284  17 338],"['г', 'г', 'г']","[200.0, 300.0, 40.0]",https://food.ru/recipes/190522,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zVWtEeXkuanBlZw.jpg
479,Сливочные бутерброды с грушей,1,20,20 минут,Порции,2,249.32,8.13,4.8,42.61,1,0,[438 379  31  79 337],"['г', 'г', 'г', 'г', 'по вкусу']","[30.0, 25.0, 1600.0, 135.0, 0]",https://food.ru/recipes/190523,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi80N1JQY0suanBlZw.jpg
480,Сахарный пирог к чаю,0,135,2 часа 15 минут,Порций,6,307.94,5.84,15.74,36.27,1,0,[364 243 510 414 337 372 390 308  43],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[180.0, 120.0, 120.0, 5.0, 140.0, 120.0, 1.0, 300.0, 1.0]",https://food.ru/recipes/190525,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi9MellGSDYuanBlZw.jpg
481,Кисель из яблок и замороженных ягод,0,30,30 минут,Порции,2,43.96,0.26,0.18,10.57,1,0,[ 92 185 502 190  62 337],"['г', 'г', 'г', 'г', 'г', 'г']","[150.0, 120.0, 500.0, 90.0, 1000.0, 50.0]",https://food.ru/recipes/190526,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi93TWNQdk0uanBlZw.jpg
482,Картофельные оладьи со сметаной на обед,1,50,50 минут,Порции,2,190.76,3.61,11.63,17.72,1,0,[132 380 199 308 291 390],"['г', 'г', 'г', 'г', 'г', 'по вкусу']","[480.0, 50.0, 60.0, 75.0, 68.0, 0]",https://food.ru/recipes/190528,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zZFR5ZlouanBlZw.jpg
483,Теплый салат с оливками,0,25,25 минут,Порции,2,35.26,1.34,1.02,4.55,1,0,[294 180 269 340 390 409],"['г', 'г', 'г', 'г', 'по вкусу', 'г']","[400.0, 75.0, 50.0, 12.0, 0, 100.0]",https://food.ru/recipes/190529,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi83anVDY0ouanBlZw.jpg
484,Мусс на вишневом соке,0,30,30 минут,Порции,2,101.88,1.51,0.26,23.8,1,0,[ 60 337 228],"['г', 'г', 'г']","[200.0, 20.0, 22.0]",https://food.ru/recipes/190530,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi84Vm9NdFIuanBlZw.jpg
485,Пышный омлет с кускусом на завтрак,1,30,30 минут,Порция,1,279.88,8.9,9.89,35.85,1,0,[204 308 199 379 390  63 314],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[125.0, 25.0, 60.0, 25.0, 1.0, 50.0, 17.0]",https://food.ru/recipes/190531,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zZHEyZFQuanBlZw.jpg
486,Коктейль «Молочный персик»,0,5,5 минут,Порция,1,50.92,1.15,1.37,8.62,1,0,[283 243  19 481 209],"['г', 'г', 'г', 'г', 'г']","[100.0, 100.0, 5.0, 6.0, 75.0]",https://food.ru/recipes/190532,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi9RUlJ1UWcuanBlZw.jpg
487,Кофейный напиток с лимоном,0,30,30 минут,Порции,2,149.44,2.37,2.14,32.73,1,0,[212 243 337 251 165],"['г', 'г', 'г', 'г', 'г']","[7.0, 50.0, 25.0, 4.0, 1.0]",https://food.ru/recipes/190534,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMi8zZ2dXM24uanBlZw.jpg
